source_id,title,provider,catalog_url,tasks,annotation_types,modalities,yolo_readiness,sam3_readiness,license,commercial_use,access,estimated_size,priority,summary,risk_notes,discovery_origin,last_seen_at
huggingface:Samip/func,Samip/func,Hugging Face Hub,https://huggingface.co/datasets/Samip/func,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:SamsungSDS-Research/Policy-on-the-Fly-Benchmark,SamsungSDS-Research/Policy-on-the-Fly-Benchmark,Hugging Face Hub,https://huggingface.co/datasets/SamsungSDS-Research/Policy-on-the-Fly-Benchmark,text-classification,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-nc-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:SamuelWu318/ts-satfire,SamuelWu318/ts-satfire,Hugging Face Hub,https://huggingface.co/datasets/SamuelWu318/ts-satfire,image-to-image | reinforcement-learning,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:SDbiaseval/COCO_categories,SDbiaseval/COCO_categories,Hugging Face Hub,https://huggingface.co/datasets/SDbiaseval/COCO_categories,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:SergioSCA/Logistics_v2_yolov8,SergioSCA/Logistics_v2_yolov8,Hugging Face Hub,https://huggingface.co/datasets/SergioSCA/Logistics_v2_yolov8,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,apache-2.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:Shiveswarran/llm_instruction_code_manual_yolo_lc,Shiveswarran/llm_instruction_code_manual_yolo_lc,Hugging Face Hub,https://huggingface.co/datasets/Shiveswarran/llm_instruction_code_manual_yolo_lc,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:shpotes/ms_coco,shpotes/ms_coco,Hugging Face Hub,https://huggingface.co/datasets/shpotes/ms_coco,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:shunk031/cocostuff,shunk031/cocostuff,Hugging Face Hub,https://huggingface.co/datasets/shunk031/cocostuff,unknown,COCO (directory tag),image or multimodal; inspect dataset card,coco_convertible,box_prompt_convertible,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:smartnanotubes/snt-fire-enose-sample,smartnanotubes/snt-fire-enose-sample,Hugging Face Hub,https://huggingface.co/datasets/smartnanotubes/snt-fire-enose-sample,tabular-classification | time-series-forecasting,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:stanford-cs336/owt-sample,stanford-cs336/owt-sample,Hugging Face Hub,https://huggingface.co/datasets/stanford-cs336/owt-sample,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:SYliuuuuuu/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,SYliuuuuuu/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,Hugging Face Hub,https://huggingface.co/datasets/SYliuuuuuu/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:Textovic/lions-instance-segmentation,Textovic/lions-instance-segmentation,Hugging Face Hub,https://huggingface.co/datasets/Textovic/lions-instance-segmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:tferhan/morocco_satellite_buildings_semantic_segmentation_512_v2,tferhan/morocco_satellite_buildings_semantic_segmentation_512_v2,Hugging Face Hub,https://huggingface.co/datasets/tferhan/morocco_satellite_buildings_semantic_segmentation_512_v2,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:ThomasDenoirjean/Semantic_Segmentation_Graptolodiea,ThomasDenoirjean/Semantic_Segmentation_Graptolodiea,Hugging Face Hub,https://huggingface.co/datasets/ThomasDenoirjean/Semantic_Segmentation_Graptolodiea,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:tomrb/yolov8to_data,tomrb/yolov8to_data,Hugging Face Hub,https://huggingface.co/datasets/tomrb/yolov8to_data,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,mit,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:tsakman23/visual_masked_distracting_metaworld_sam,tsakman23/visual_masked_distracting_metaworld_sam,Hugging Face Hub,https://huggingface.co/datasets/tsakman23/visual_masked_distracting_metaworld_sam,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:tsrobcvai/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,tsrobcvai/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,Hugging Face Hub,https://huggingface.co/datasets/tsrobcvai/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:tubasid/toy-car-annotation-YOLO,tubasid/toy-car-annotation-YOLO,Hugging Face Hub,https://huggingface.co/datasets/tubasid/toy-car-annotation-YOLO,image-classification,YOLO (directory tag),image or multimodal; inspect dataset card,native_yolo,review_required,apache-2.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:UmaDiffusion/ULTIMA-YOLO,UmaDiffusion/ULTIMA-YOLO,Hugging Face Hub,https://huggingface.co/datasets/UmaDiffusion/ULTIMA-YOLO,object-detection,unknown,image or multimodal; inspect dataset card,conversion_required,box_prompt_convertible,other,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:varcoder/Semantic_Segmentation_CE,varcoder/Semantic_Segmentation_CE,Hugging Face Hub,https://huggingface.co/datasets/varcoder/Semantic_Segmentation_CE,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:winsnell5590/YOLOV7,winsnell5590/YOLOV7,Hugging Face Hub,https://huggingface.co/datasets/winsnell5590/YOLOV7,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:WuWenc/tiny_coco,WuWenc/tiny_coco,Hugging Face Hub,https://huggingface.co/datasets/WuWenc/tiny_coco,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,apache-2.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:wwkiyyx/yolo,wwkiyyx/yolo,Hugging Face Hub,https://huggingface.co/datasets/wwkiyyx/yolo,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,mit,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:xdeng77/coconut_instance_segmentation,xdeng77/coconut_instance_segmentation,Hugging Face Hub,https://huggingface.co/datasets/xdeng77/coconut_instance_segmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:xpertsystems/oil039-sample,xpertsystems/oil039-sample,Hugging Face Hub,https://huggingface.co/datasets/xpertsystems/oil039-sample,tabular-classification | tabular-regression | time-series-forecasting,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-nc-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:Xuttt123/mannequin_hand_YOLOv8,Xuttt123/mannequin_hand_YOLOv8,Hugging Face Hub,https://huggingface.co/datasets/Xuttt123/mannequin_hand_YOLOv8,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,gpl-3.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:ybli/yolo-building-instance-segmentation,ybli/yolo-building-instance-segmentation,Hugging Face Hub,https://huggingface.co/datasets/ybli/yolo-building-instance-segmentation,unknown,YOLO (directory tag) | segmentation (directory tag),image or multimodal; inspect dataset card,native_yolo,mask_ready,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:ybli/yolo-edible-fungi-disease-recognition-instance-segmentation,ybli/yolo-edible-fungi-disease-recognition-instance-segmentation,Hugging Face Hub,https://huggingface.co/datasets/ybli/yolo-edible-fungi-disease-recognition-instance-segmentation,unknown,YOLO (directory tag) | segmentation (directory tag),image or multimodal; inspect dataset card,native_yolo,mask_ready,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:ybli/yolo-marine-organism-instance-segmentation,ybli/yolo-marine-organism-instance-segmentation,Hugging Face Hub,https://huggingface.co/datasets/ybli/yolo-marine-organism-instance-segmentation,unknown,YOLO (directory tag) | segmentation (directory tag),image or multimodal; inspect dataset card,native_yolo,mask_ready,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:ybli/yolo-single-tree-segmentation-instance-segmentation,ybli/yolo-single-tree-segmentation-instance-segmentation,Hugging Face Hub,https://huggingface.co/datasets/ybli/yolo-single-tree-segmentation-instance-segmentation,unknown,YOLO (directory tag) | segmentation (directory tag),image or multimodal; inspect dataset card,native_yolo,mask_ready,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:ybli/yolo-various-starfish-instance-segmentation,ybli/yolo-various-starfish-instance-segmentation,Hugging Face Hub,https://huggingface.co/datasets/ybli/yolo-various-starfish-instance-segmentation,unknown,YOLO (directory tag) | segmentation (directory tag),image or multimodal; inspect dataset card,native_yolo,mask_ready,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:ydshieh/coco_dataset_script,ydshieh/coco_dataset_script,Hugging Face Hub,https://huggingface.co/datasets/ydshieh/coco_dataset_script,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:yerevann/coco-karpathy,yerevann/coco-karpathy,Hugging Face Hub,https://huggingface.co/datasets/yerevann/coco-karpathy,image-to-text,COCO (directory tag),image or multimodal; inspect dataset card,coco_convertible,box_prompt_convertible,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:YOLOTOM/Qinshu,YOLOTOM/Qinshu,Hugging Face Hub,https://huggingface.co/datasets/YOLOTOM/Qinshu,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:Zongrong/Satellite_semantic_segmentation,Zongrong/Satellite_semantic_segmentation,Hugging Face Hub,https://huggingface.co/datasets/Zongrong/Satellite_semantic_segmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
sa1b:1.0,Segment Anything 1 Billion Masks,Meta AI,https://ai.meta.com/datasets/segment-anything/,promptable segmentation | instance masks,masks | points | boxes,images,not_suitable,mask_ready,SA-1B Research License,research_only,terms_acceptance_required,very large; multi-terabyte scale,P3,"Foundational mask corpus for research planning, not a near-term storage target.",Research-only terms and storage footprint require explicit legal and infrastructure approval.,curated,2026-09-06T07:19:42+00:00
sa-v:2023,Segment Anything Video Dataset,Meta AI,https://ai.meta.com/datasets/segment-anything-video/,video object segmentation | promptable segmentation,video masks | object tracks,video,not_suitable,mask_ready,Research dataset license; review current terms,research_only,terms_acceptance_required,large video corpus,P3,Video-mask research candidate relevant to future streaming segmentation workflows.,Not an automatic YOLO training source; model and dataset terms must be reviewed separately.,curated,2026-09-06T07:19:42+00:00
objects365:v2,Objects365 V2,Objects365,https://www.objects365.org/overview.html,large-vocabulary object detection,bounding boxes,images,conversion_required,box_prompt_convertible,Research dataset terms; verify current release license,research_only,terms_acceptance_required,millions of images,P3,"Large-scale detection research candidate, not a first storage batch.","Storage cost, rights and source-image provenance require a dedicated approval before any subset download.",curated,2026-09-06T07:19:42+00:00
treesatai:2024,TreeSatAI,TreeSatAI,https://github.com/SchultzB/TreeSatAI,forest species classification | remote sensing,image-level labels | geospatial metadata,aerial imagery | satellite imagery,not_suitable,review_required,Check repository and upstream geospatial data licenses,unknown,direct_public,large geospatial archive,P3,"Forestry discovery candidate, useful for landscape classification rather than detection.",Not a direct detection or segmentation import; verify individual source licenses and geospatial constraints.,curated,2026-09-06T07:19:42+00:00
